,NUMERO_EKOGUI,ID_ENTIDAD,PROBA_FAVORABLE,CATEGORIA_PREDICCION
419196,588844,405,0.1223021583,DESFAVORABLE
335045,457162,405,0.1223021583,DESFAVORABLE
241207,276033,115,0.3647058824,DESFAVORABLE
7509,1017394,114,0.2547425474,DESFAVORABLE
159445,173365,114,0.2547425474,DESFAVORABLE
80801,1201478,356,0.4208037825,DESFAVORABLE
519086,762058,405,0.1223021583,DESFAVORABLE
208335,228234,1699,0.8177339901,FAVORABLE
21385,1049330,115,0.3647058824,DESFAVORABLE
565984,85708,124,0.277486911,DESFAVORABLE
70721,1171078,405,0.1223021583,DESFAVORABLE
162543,176389,114,0.2547425474,DESFAVORABLE
311505,41351,405,0.1223021583,DESFAVORABLE
549633,824582,405,0.1223021583,DESFAVORABLE
412860,577894,125,0.6521400778,FAVORABLE
591095,904687,405,0.1223021583,DESFAVORABLE
116863,1314460,405,0.1223021583,DESFAVORABLE
196067,208886,356,0.2981651376,DESFAVORABLE
480724,687991,405,0.1223021583,DESFAVORABLE
86447,1213739,405,0.1223021583,DESFAVORABLE
2603,1006527,405,0.3390342052,DESFAVORABLE
50678,1118995,405,0.1223021583,DESFAVORABLE
577265,88025,124,0.5,DESFAVORABLE
480569,687709,405,0.1223021583,DESFAVORABLE
80965,1201935,124,0.277486911,DESFAVORABLE
509864,742427,405,0.1223021583,DESFAVORABLE
399078,555711,356,0.4208037825,DESFAVORABLE
173709,192434,115,0.3647058824,DESFAVORABLE
83384,1207300,356,0.4208037825,DESFAVORABLE
330260,448631,433,0.357827476,DESFAVORABLE
458304,643417,405,0.1223021583,DESFAVORABLE
484986,69565,125,0.6521400778,FAVORABLE
61212,1146695,405,0.1223021583,DESFAVORABLE
243029,278555,246,0.6521400778,FAVORABLE
189746,2047920,356,0.2981651376,DESFAVORABLE
583543,891961,356,0.2981651376,DESFAVORABLE
429813,60446,220,0.224137931,DESFAVORABLE
485983,697779,188,0.6521400778,FAVORABLE
344712,474180,356,0.2981651376,DESFAVORABLE
74878,1183296,405,0.1223021583,DESFAVORABLE
482074,690274,405,0.1223021583,DESFAVORABLE
301142,394932,405,0.1223021583,DESFAVORABLE
541072,807803,405,0.1223021583,DESFAVORABLE
187677,203805,356,0.2981651376,DESFAVORABLE
558521,842497,405,0.1223021583,DESFAVORABLE
588380,89966,124,0.277486911,DESFAVORABLE
519982,764279,219,0.6521400778,FAVORABLE
258428,31534,251,0.8177339901,FAVORABLE
315376,420635,157,0.6521400778,FAVORABLE
574261,87447,124,0.277486911,DESFAVORABLE
66635,1160409,405,0.1223021583,DESFAVORABLE
459386,645380,114,0.29,DESFAVORABLE
575996,877823,356,0.2981651376,DESFAVORABLE
110111,1289145,405,0.3390342052,DESFAVORABLE
191216,2054522,356,0.2981651376,DESFAVORABLE
382436,534895,405,0.1223021583,DESFAVORABLE
82714,1205812,124,0,DESFAVORABLE
343149,471559,405,0.1223021583,DESFAVORABLE
13836,103155,426,0.8177339901,FAVORABLE
589053,900548,405,0.1223021583,DESFAVORABLE
51015,111982,401,0.8177339901,FAVORABLE
295978,383603,405,0.1223021583,DESFAVORABLE
22055,1050754,405,0.3390342052,DESFAVORABLE
187490,2037415,356,0.2981651376,DESFAVORABLE
459918,646393,405,0.1223021583,DESFAVORABLE
573628,87340,232,0.6086956522,FAVORABLE
398440,554590,405,0.1223021583,DESFAVORABLE
85386,1211306,405,0.3390342052,DESFAVORABLE
193512,206570,356,0.4208037825,DESFAVORABLE
194159,2069769,356,0.2981651376,DESFAVORABLE
500739,724689,405,0.1223021583,DESFAVORABLE
53175,112662,401,0.9402985075,FAVORABLE
27255,106271,426,0.6521400778,FAVORABLE
323561,435922,405,0.3390342052,DESFAVORABLE
488618,702528,405,0.1223021583,DESFAVORABLE
164752,178576,114,0.2547425474,DESFAVORABLE
502349,727450,125,0.6521400778,FAVORABLE
260785,31935,405,0.1223021583,DESFAVORABLE
482858,691500,206,0.6521400778,FAVORABLE
543640,812957,348,0.6521400778,FAVORABLE
263513,324267,174,0.6521400778,FAVORABLE
486227,698167,114,0.2547425474,DESFAVORABLE
192661,2061118,356,0.2981651376,DESFAVORABLE
406955,569928,115,0.3647058824,DESFAVORABLE
354072,489464,115,0.3647058824,DESFAVORABLE
47658,111101,401,0.9402985075,FAVORABLE
318640,42645,405,0.1223021583,DESFAVORABLE
193517,206573,356,0.4208037825,DESFAVORABLE
70453,1170533,405,0.1223021583,DESFAVORABLE
459773,646147,114,0.2547425474,DESFAVORABLE
76923,1191317,405,0.1223021583,DESFAVORABLE
352575,486996,405,0.1223021583,DESFAVORABLE
187796,203849,356,0.2981651376,DESFAVORABLE
37205,1085780,405,0.1223021583,DESFAVORABLE
577515,88071,124,0.277486911,DESFAVORABLE
543340,812318,405,0.3390342052,DESFAVORABLE
98104,1247750,405,0.4,DESFAVORABLE
45057,1104419,356,0.2981651376,DESFAVORABLE
198091,211511,356,0.2981651376,DESFAVORABLE
90602,1223687,356,0.2981651376,DESFAVORABLE
293607,37918,405,0.1223021583,DESFAVORABLE
395351,54850,405,0.1223021583,DESFAVORABLE
291271,374712,405,0.3390342052,DESFAVORABLE
196771,209835,356,0.2981651376,DESFAVORABLE
139354,145560,232,0.6521400778,FAVORABLE
302076,39677,405,0.1223021583,DESFAVORABLE
335054,45718,405,0.1223021583,DESFAVORABLE
394583,547240,405,0.3390342052,DESFAVORABLE
123979,1343118,356,0.2981651376,DESFAVORABLE
443700,62398,405,0.1223021583,DESFAVORABLE
375958,527164,405,0.1223021583,DESFAVORABLE
442222,622455,405,0.1223021583,DESFAVORABLE
30539,1071736,174,0.8177339901,FAVORABLE
363752,506088,405,0.1223021583,DESFAVORABLE
606141,922585,405,0.1223021583,DESFAVORABLE
138703,1444,405,0.3390342052,DESFAVORABLE
51023,1119831,356,0.4208037825,DESFAVORABLE
29125,1067814,405,0.3390342052,DESFAVORABLE
385498,538040,405,0.1223021583,DESFAVORABLE
43605,1100930,405,0.1223021583,DESFAVORABLE
523462,771176,408,0.6521400778,FAVORABLE
638756,990311,405,0.1223021583,DESFAVORABLE
216349,241464,405,0.1223021583,DESFAVORABLE
313065,416354,405,0.3390342052,DESFAVORABLE
197187,210334,356,0.2981651376,DESFAVORABLE
276139,345951,405,0.1223021583,DESFAVORABLE
140496,147924,232,0.6521400778,FAVORABLE
621681,947723,405,0.1223021583,DESFAVORABLE
421637,592318,405,0.1223021583,DESFAVORABLE
574827,875436,405,0.1223021583,DESFAVORABLE
542965,81161,407,0.6521400778,FAVORABLE
201685,218347,351,0.8177339901,FAVORABLE
372710,521517,356,0.2981651376,DESFAVORABLE
563212,851877,405,0.1223021583,DESFAVORABLE
203251,221279,351,0.8177339901,FAVORABLE
500559,7244,220,0.1666666667,DESFAVORABLE
514424,752244,405,0.3390342052,DESFAVORABLE
86546,121390,407,0.6521400778,FAVORABLE
625980,959948,356,0.4208037825,DESFAVORABLE
168850,185702,147,0.9622641509,FAVORABLE
401619,560262,356,0.4208037825,DESFAVORABLE
444296,624597,405,0.1223021583,DESFAVORABLE
623837,953712,405,0.1223021583,DESFAVORABLE
148012,161311,158,0.6521400778,FAVORABLE
453827,635242,114,0.2547425474,DESFAVORABLE
236308,268883,405,0.3390342052,DESFAVORABLE
14743,1033796,405,0.3390342052,DESFAVORABLE
481956,690036,115,0.3647058824,DESFAVORABLE
347149,477589,394,0.8177339901,FAVORABLE
262513,322546,114,0.2547425474,DESFAVORABLE
42555,109821,401,0.8177339901,FAVORABLE
311156,412993,157,0.6521400778,FAVORABLE
531181,787629,124,0.3942857143,DESFAVORABLE
83360,120725,63,0.8177339901,FAVORABLE
577742,881098,356,0.4208037825,DESFAVORABLE
416609,584064,405,0.1223021583,DESFAVORABLE
348923,480808,174,0.6521400778,FAVORABLE
374821,525225,405,0.3390342052,DESFAVORABLE
516080,755496,114,0.1785714286,DESFAVORABLE
355873,492410,405,0.1223021583,DESFAVORABLE
514618,752632,174,0.6521400778,FAVORABLE
238362,272302,209,0.8177339901,FAVORABLE
44466,1103009,356,0.2981651376,DESFAVORABLE
264512,325946,170,0.8177339901,FAVORABLE
343420,472017,356,0.4208037825,DESFAVORABLE
411939,576826,125,0.6521400778,FAVORABLE
44328,110266,401,0.9402985075,FAVORABLE
38730,108925,220,0.6,FAVORABLE
519947,76422,125,0.6521400778,FAVORABLE
30120,107051,426,0.6521400778,FAVORABLE
398283,554286,405,0.3390342052,DESFAVORABLE
464429,655761,405,0.1223021583,DESFAVORABLE
178421,198030,238,0.6521400778,FAVORABLE
475025,676103,487,0.6521400778,FAVORABLE
184890,2025838,405,0.1223021583,DESFAVORABLE
484810,695367,405,0.1223021583,DESFAVORABLE
368931,515120,433,0.357827476,DESFAVORABLE
166169,181061,405,0.1223021583,DESFAVORABLE
378600,530927,405,0.1223021583,DESFAVORABLE
533441,792548,405,0.1223021583,DESFAVORABLE
549356,824,401,0.9402985075,FAVORABLE
621999,948520,356,0.2981651376,DESFAVORABLE
357717,495862,1700,0.8177339901,FAVORABLE
280499,353732,130,0.6521400778,FAVORABLE
234665,266240,405,0.1223021583,DESFAVORABLE
246730,287031,366,0.8177339901,FAVORABLE
78776,119623,246,0.6521400778,FAVORABLE
104264,1268050,356,0.2981651376,DESFAVORABLE
574217,874377,405,0.1223021583,DESFAVORABLE
109181,1285661,356,0.2981651376,DESFAVORABLE
487560,700591,405,0.3390342052,DESFAVORABLE
591413,90542,232,0.6086956522,FAVORABLE
251851,301207,227,0.6521400778,FAVORABLE
544866,815596,115,0.5454545455,FAVORABLE
169260,186124,147,0.9622641509,FAVORABLE
622878,951040,405,0.1223021583,DESFAVORABLE
605203,92155,125,0.6521400778,FAVORABLE
381161,533584,405,0.1223021583,DESFAVORABLE
107476,1278218,356,0.2981651376,DESFAVORABLE
191548,205581,356,0.2981651376,DESFAVORABLE
218254,243873,405,0.1223021583,DESFAVORABLE
401381,559851,433,0.357827476,DESFAVORABLE
583841,892470,405,0.1223021583,DESFAVORABLE
312013,414356,405,0.3390342052,DESFAVORABLE
327297,443103,232,0.6086956522,FAVORABLE
524613,773509,405,0.1223021583,DESFAVORABLE
168275,185063,210,0.8177339901,FAVORABLE
514834,753035,405,0.1223021583,DESFAVORABLE
532575,79074,426,0.6521400778,FAVORABLE
227869,254721,405,0.1223021583,DESFAVORABLE
393424,546062,405,0.1223021583,DESFAVORABLE
600551,915202,405,0.1223021583,DESFAVORABLE
333584,454580,405,0.1223021583,DESFAVORABLE
123377,1340225,356,0.4208037825,DESFAVORABLE
208086,227895,176,0.8177339901,FAVORABLE
302167,396943,191,0.6521400778,FAVORABLE
232880,263449,405,0.1223021583,DESFAVORABLE
148440,162074,158,0.8177339901,FAVORABLE
186077,2031533,356,0.2981651376,DESFAVORABLE
280093,353112,405,0.1223021583,DESFAVORABLE
633268,976984,356,0.2981651376,DESFAVORABLE
61613,1147808,405,0.1223021583,DESFAVORABLE
151974,165993,115,0.3647058824,DESFAVORABLE
153232,167218,115,0.3647058824,DESFAVORABLE
449087,629483,405,0.1223021583,DESFAVORABLE
37555,1086527,405,0.1223021583,DESFAVORABLE
435594,615172,356,0.6363636364,FAVORABLE
176993,196177,114,0.2547425474,DESFAVORABLE
34941,108097,227,0.6521400778,FAVORABLE
70665,1170922,115,0.3647058824,DESFAVORABLE
628581,9659,220,0.224137931,DESFAVORABLE
272920,340607,405,0.1223021583,DESFAVORABLE
32953,107690,401,0.8177339901,FAVORABLE
531981,789633,356,0.2981651376,DESFAVORABLE
23526,1053995,405,0.1223021583,DESFAVORABLE
264315,325589,202,0.8177339901,FAVORABLE
434105,612559,356,0.4208037825,DESFAVORABLE
129629,1370299,433,0.357827476,DESFAVORABLE
350174,482854,433,0.357827476,DESFAVORABLE
605843,922246,405,0.1223021583,DESFAVORABLE
453512,634611,114,0.2547425474,DESFAVORABLE
298016,388662,405,0.1223021583,DESFAVORABLE
384969,537499,405,0.1223021583,DESFAVORABLE
111183,1293052,433,0.357827476,DESFAVORABLE
430752,606256,309,0.8177339901,FAVORABLE
428302,601710,405,0.1223021583,DESFAVORABLE
73208,1178405,405,0.3390342052,DESFAVORABLE
392625,545247,405,0.3390342052,DESFAVORABLE
446466,626834,405,0.3390342052,DESFAVORABLE
452515,633020,405,0.1223021583,DESFAVORABLE
521576,767621,433,0.357827476,DESFAVORABLE
538941,80363,125,0.6521400778,FAVORABLE
259163,31676,405,0.3390342052,DESFAVORABLE
365611,509766,405,0.1223021583,DESFAVORABLE
375616,526602,405,0.1223021583,DESFAVORABLE
419034,588554,405,0.1223021583,DESFAVORABLE
33351,1077756,405,0.3390342052,DESFAVORABLE
103552,126573,209,0.6521400778,FAVORABLE
298139,388887,405,0.1223021583,DESFAVORABLE
566473,858230,405,0.3390342052,DESFAVORABLE
104477,1268639,405,0.3390342052,DESFAVORABLE
332190,452316,405,0.1223021583,DESFAVORABLE
410657,575401,125,0.6521400778,FAVORABLE
19902,1045590,356,0.2981651376,DESFAVORABLE
452219,632717,405,0.1223021583,DESFAVORABLE
28153,106479,232,0.6086956522,FAVORABLE
165848,179762,356,0.4208037825,DESFAVORABLE
384170,536672,405,0.1223021583,DESFAVORABLE
545370,816587,124,0.277486911,DESFAVORABLE
531778,78919,125,0.6521400778,FAVORABLE
197021,2101079,433,0.6574074074,FAVORABLE
26433,1060797,405,0.1223021583,DESFAVORABLE
252288,302423,356,0.2981651376,DESFAVORABLE
225427,251485,405,0.1223021583,DESFAVORABLE
154358,168350,115,0.3647058824,DESFAVORABLE
378689,531021,405,0.3390342052,DESFAVORABLE
297997,388607,433,0.4,DESFAVORABLE
569779,865648,124,0.277486911,DESFAVORABLE
129784,137115,150,0.6521400778,FAVORABLE
99619,1253477,356,0.2981651376,DESFAVORABLE
524122,772404,124,0.3942857143,DESFAVORABLE
588405,899695,124,0.277486911,DESFAVORABLE
478803,683794,232,0.6521400778,FAVORABLE
46698,110848,356,0.2981651376,DESFAVORABLE
114747,1306718,405,0.1223021583,DESFAVORABLE
276747,34706,405,0.3390342052,DESFAVORABLE
345503,475289,433,0.4,DESFAVORABLE
69654,1168352,356,0.2981651376,DESFAVORABLE
177080,196306,246,0.6521400778,FAVORABLE
388089,540684,405,0.1223021583,DESFAVORABLE
344730,474233,114,0.2547425474,DESFAVORABLE
43594,110091,401,0.9402985075,FAVORABLE
176913,196088,114,0.2547425474,DESFAVORABLE
276047,345784,405,0.3390342052,DESFAVORABLE
204498,223196,366,0.6521400778,FAVORABLE
625579,959015,405,0.1223021583,DESFAVORABLE
504572,731478,157,0.6521400778,FAVORABLE
498388,720457,405,0.1223021583,DESFAVORABLE
265313,32740,405,0.1223021583,DESFAVORABLE
438267,617919,114,0.2547425474,DESFAVORABLE
110309,1290055,405,0.1223021583,DESFAVORABLE
30970,107270,214,0.8177339901,FAVORABLE
95295,1238671,405,0.1223021583,DESFAVORABLE
641389,997187,405,0.1223021583,DESFAVORABLE
614909,932751,405,0.1223021583,DESFAVORABLE
100644,1256705,356,0.4208037825,DESFAVORABLE
582573,89031,124,0.3942857143,DESFAVORABLE
366682,51168,220,0.6,FAVORABLE
272679,340024,426,0.6521400778,FAVORABLE
65909,1158509,405,0.1223021583,DESFAVORABLE
530848,786863,405,0.1223021583,DESFAVORABLE
102170,1261865,356,0.2981651376,DESFAVORABLE
70601,1170788,405,0.3390342052,DESFAVORABLE
244772,281320,114,0.2547425474,DESFAVORABLE
159978,173890,114,0.2547425474,DESFAVORABLE
158014,171935,114,0.2547425474,DESFAVORABLE
236340,268920,405,0.1223021583,DESFAVORABLE
320924,430954,405,0.1223021583,DESFAVORABLE
130560,1374720,405,0.1223021583,DESFAVORABLE
312528,415202,426,0.6521400778,FAVORABLE
114254,1304738,405,0.3390342052,DESFAVORABLE
103977,1267133,356,0.2981651376,DESFAVORABLE
74590,11826,405,0.3390342052,DESFAVORABLE
59280,1141978,405,0.1223021583,DESFAVORABLE
131884,1380016,405,0.3390342052,DESFAVORABLE
423163,593921,405,0.3390342052,DESFAVORABLE
55368,113216,403,0.6521400778,FAVORABLE
247520,289245,114,0.2547425474,DESFAVORABLE
5591,1013461,405,0.1223021583,DESFAVORABLE
496099,716282,405,0.1223021583,DESFAVORABLE
431914,608364,158,0.6521400778,FAVORABLE
192225,2059355,356,0.2981651376,DESFAVORABLE
279060,351241,433,0.357827476,DESFAVORABLE
463583,654167,405,0.1223021583,DESFAVORABLE
371642,519765,405,0.1223021583,DESFAVORABLE
563180,851809,356,0.2981651376,DESFAVORABLE
574317,874548,115,0.3647058824,DESFAVORABLE
287878,367931,433,0.357827476,DESFAVORABLE
634428,979669,356,0.2981651376,DESFAVORABLE
507875,738369,356,0.2981651376,DESFAVORABLE
437168,616917,114,0.2547425474,DESFAVORABLE
291104,37426,1678,0.6521400778,FAVORABLE
440459,62000,405,0.1223021583,DESFAVORABLE
337942,462227,356,0.2981651376,DESFAVORABLE
540999,807648,405,0.1223021583,DESFAVORABLE
604255,920533,405,0.1223021583,DESFAVORABLE
543734,813181,124,0.277486911,DESFAVORABLE
383628,536103,405,0.1223021583,DESFAVORABLE
248157,290795,114,0.2547425474,DESFAVORABLE
32086,107511,401,0.8177339901,FAVORABLE
114629,1306179,356,0.4208037825,DESFAVORABLE
610324,927169,405,0.1223021583,DESFAVORABLE
51433,112095,224,0.8177339901,FAVORABLE
81618,1203417,405,0.3390342052,DESFAVORABLE
573448,873079,124,0.277486911,DESFAVORABLE
641635,997958,405,0.1223021583,DESFAVORABLE
573050,87221,124,0.3942857143,DESFAVORABLE
623922,953948,124,0.277486911,DESFAVORABLE
415289,581443,124,0.277486911,DESFAVORABLE
134632,1391544,405,0.3390342052,DESFAVORABLE
22723,1052167,405,0.3390342052,DESFAVORABLE
330675,449331,124,0.3942857143,DESFAVORABLE
560125,846127,356,0.2981651376,DESFAVORABLE
401946,560962,356,0.4208037825,DESFAVORABLE
315557,420991,405,0.1223021583,DESFAVORABLE
589970,90234,124,0.3942857143,DESFAVORABLE
230620,259435,405,0.3390342052,DESFAVORABLE
400781,558812,115,0.3647058824,DESFAVORABLE
567262,859842,348,0.6521400778,FAVORABLE
416549,583966,405,0.3390342052,DESFAVORABLE
419153,588784,356,0.2981651376,DESFAVORABLE
222870,247825,405,0.1223021583,DESFAVORABLE
400079,557470,405,0.1223021583,DESFAVORABLE
392688,545310,405,0.1223021583,DESFAVORABLE
291340,374796,405,0.3390342052,DESFAVORABLE
253748,306125,401,0.9402985075,FAVORABLE
367523,513024,405,0.1223021583,DESFAVORABLE
614623,932348,405,0.1223021583,DESFAVORABLE
430390,605586,405,0.3390342052,DESFAVORABLE
505614,733366,405,0.3390342052,DESFAVORABLE
64154,1153990,405,0.1223021583,DESFAVORABLE
142902,152029,426,0.6521400778,FAVORABLE
423505,594289,405,0.1223021583,DESFAVORABLE
560890,847560,405,0.1223021583,DESFAVORABLE
112714,1299185,356,0.4208037825,DESFAVORABLE
477626,681775,356,0.2981651376,DESFAVORABLE
357029,494558,405,0.3390342052,DESFAVORABLE
149647,163718,115,0.3647058824,DESFAVORABLE
252277,302392,114,0.2547425474,DESFAVORABLE
275303,344462,232,0.6521400778,FAVORABLE
593782,907917,405,0.3390342052,DESFAVORABLE
598113,912569,405,0.1223021583,DESFAVORABLE
74438,1181907,405,0.1223021583,DESFAVORABLE
497792,719479,405,0.1223021583,DESFAVORABLE
178959,198700,114,0.2547425474,DESFAVORABLE
369771,516490,214,0.8177339901,FAVORABLE
478214,682720,405,0.1223021583,DESFAVORABLE
127807,1360857,405,0.1223021583,DESFAVORABLE
101245,1258717,405,0.1223021583,DESFAVORABLE
227411,253601,405,0.1223021583,DESFAVORABLE
630444,969909,405,0.1223021583,DESFAVORABLE
264283,325521,170,0.8177339901,FAVORABLE
580396,886151,255,0.8177339901,FAVORABLE
543434,812552,405,0.1223021583,DESFAVORABLE
504862,732056,356,0.2981651376,DESFAVORABLE
250345,297483,238,0.8177339901,FAVORABLE
264940,326680,433,0.6574074074,FAVORABLE
102951,1264178,124,0.277486911,DESFAVORABLE
123218,1339435,124,0.277486911,DESFAVORABLE
396742,551343,405,0.1223021583,DESFAVORABLE
623309,952012,405,0.1223021583,DESFAVORABLE
434952,614016,405,0.1223021583,DESFAVORABLE
157294,171236,114,0.2547425474,DESFAVORABLE
613170,930288,405,0.1223021583,DESFAVORABLE
161735,175611,114,0.2547425474,DESFAVORABLE
34151,1079415,232,0.6086956522,FAVORABLE
54569,1130567,356,0.2981651376,DESFAVORABLE
160553,174456,114,0.29,DESFAVORABLE
63824,1153226,405,0.1223021583,DESFAVORABLE
61807,1148325,405,0.1223021583,DESFAVORABLE
26254,1060379,356,0.2981651376,DESFAVORABLE
454390,636469,405,0.1223021583,DESFAVORABLE
70281,1170057,405,0.1223021583,DESFAVORABLE
213806,236584,115,0.3647058824,DESFAVORABLE
591626,905658,405,0.1223021583,DESFAVORABLE
371345,519235,147,0.8177339901,FAVORABLE
269484,334625,401,0.8177339901,FAVORABLE
288883,369885,405,0.1223021583,DESFAVORABLE
117876,131808,199,0.8177339901,FAVORABLE
94881,1237505,356,0.2981651376,DESFAVORABLE
324147,43709,405,0.1223021583,DESFAVORABLE
529334,78329,125,0.8177339901,FAVORABLE
454432,63659,405,0.1223021583,DESFAVORABLE
396851,551552,356,0.4208037825,DESFAVORABLE
579550,884508,405,0.3390342052,DESFAVORABLE
23729,1054502,405,0.3390342052,DESFAVORABLE
286880,36597,220,0.224137931,DESFAVORABLE
10447,1023603,405,0.1223021583,DESFAVORABLE
15103,1034608,356,0.2981651376,DESFAVORABLE
459470,645550,405,0.1223021583,DESFAVORABLE
556846,839589,405,0.1223021583,DESFAVORABLE
213892,23678,405,0.1223021583,DESFAVORABLE
578838,883192,405,0.1223021583,DESFAVORABLE
263692,324569,147,0.8177339901,FAVORABLE
451154,631623,405,0.1223021583,DESFAVORABLE
361784,502802,403,0.6521400778,FAVORABLE
18286,1042141,114,0.2547425474,DESFAVORABLE
325735,440236,232,0.6521400778,FAVORABLE
36972,1085335,405,0.1223021583,DESFAVORABLE
181289,2007317,405,0.3390342052,DESFAVORABLE
222574,24749,405,0.1223021583,DESFAVORABLE
161604,175484,114,0.29,DESFAVORABLE
126585,1355245,405,0.1223021583,DESFAVORABLE
326270,441184,426,0.6521400778,FAVORABLE
405551,568468,426,0.6521400778,FAVORABLE
168875,185727,147,0.9622641509,FAVORABLE
130728,137565,170,0.8177339901,FAVORABLE
318918,426954,405,0.3390342052,DESFAVORABLE
294449,380750,405,0.1223021583,DESFAVORABLE
465550,65774,154,0.6521400778,FAVORABLE
511415,745772,124,0.277486911,DESFAVORABLE
575900,877646,433,0.357827476,DESFAVORABLE
535977,79782,125,0.6521400778,FAVORABLE
539381,804429,348,0.6521400778,FAVORABLE
368133,513905,405,0.1223021583,DESFAVORABLE
184290,2023301,356,0.2981651376,DESFAVORABLE
237421,270581,405,0.1223021583,DESFAVORABLE
426003,596916,405,0.1223021583,DESFAVORABLE
107165,12770,220,0.1666666667,DESFAVORABLE
416284,583436,405,0.1223021583,DESFAVORABLE
498363,720424,405,0.1223021583,DESFAVORABLE
508498,739479,405,0.1223021583,DESFAVORABLE
331687,451204,405,0.1223021583,DESFAVORABLE
286693,365644,405,0.1223021583,DESFAVORABLE
494060,712596,124,0.277486911,DESFAVORABLE
391284,543843,405,0.1223021583,DESFAVORABLE
453157,634002,405,0.1223021583,DESFAVORABLE
238824,272898,209,0.8177339901,FAVORABLE
199364,213170,356,0.2981651376,DESFAVORABLE
304110,400477,356,0.2981651376,DESFAVORABLE
233230,263965,405,0.1223021583,DESFAVORABLE
189679,204759,356,0.2981651376,DESFAVORABLE
571383,868823,405,0.1223021583,DESFAVORABLE
453813,635214,433,0.357827476,DESFAVORABLE
16343,10377,405,0.1223021583,DESFAVORABLE
486481,698671,188,0.6521400778,FAVORABLE
376234,527600,356,0.4208037825,DESFAVORABLE
301339,395265,405,0.1223021583,DESFAVORABLE
59838,1143392,405,0.1223021583,DESFAVORABLE
400953,559091,1678,0.6521400778,FAVORABLE
593860,908008,405,0.3390342052,DESFAVORABLE
609346,926112,405,0.1223021583,DESFAVORABLE
366771,511875,356,0.2981651376,DESFAVORABLE
536370,798507,405,0.1223021583,DESFAVORABLE
118927,132220,157,0.8177339901,FAVORABLE
73040,1177940,405,0.1223021583,DESFAVORABLE
443916,624219,405,0.1223021583,DESFAVORABLE
265185,327124,409,0.6521400778,FAVORABLE
519852,763996,115,0.3647058824,DESFAVORABLE
460171,646925,433,0.357827476,DESFAVORABLE
72411,1175586,356,0.2981651376,DESFAVORABLE
604996,921351,405,0.1223021583,DESFAVORABLE
91023,1225077,356,0.2981651376,DESFAVORABLE
469545,664925,405,0.1223021583,DESFAVORABLE
585676,895867,433,0.7142857143,FAVORABLE
110127,1289270,405,0.1223021583,DESFAVORABLE
470885,667512,403,0.6521400778,FAVORABLE
517373,758253,405,0.1223021583,DESFAVORABLE
451395,631876,405,0.1223021583,DESFAVORABLE
215925,240614,405,0.1223021583,DESFAVORABLE
324684,438099,405,0.3390342052,DESFAVORABLE
607291,923821,405,0.1223021583,DESFAVORABLE
348921,480804,405,0.1223021583,DESFAVORABLE
608416,92510,386,0.8177339901,FAVORABLE
413456,578591,125,0.6521400778,FAVORABLE
443315,623569,405,0.1223021583,DESFAVORABLE
18032,1041471,405,0.1223021583,DESFAVORABLE
376055,527290,356,0.2981651376,DESFAVORABLE
76285,1189722,232,0.6521400778,FAVORABLE
42630,1098556,125,0.8177339901,FAVORABLE
546003,817843,356,0.2981651376,DESFAVORABLE
408426,571588,433,0.6574074074,FAVORABLE
521086,766763,124,0.277486911,DESFAVORABLE
472730,671088,405,0.1223021583,DESFAVORABLE
359226,498575,219,0.6521400778,FAVORABLE
267158,330443,405,0.1223021583,DESFAVORABLE
69769,1168769,405,0.1223021583,DESFAVORABLE
486880,699358,356,0.2981651376,DESFAVORABLE
379659,532020,405,0.1223021583,DESFAVORABLE
91837,1227610,405,0.3390342052,DESFAVORABLE
116952,1314818,405,0.3390342052,DESFAVORABLE
217030,242590,405,0.1223021583,DESFAVORABLE
223441,24885,405,0.1223021583,DESFAVORABLE
113334,1301674,405,0.1223021583,DESFAVORABLE
158588,172508,114,0.2547425474,DESFAVORABLE
573694,873525,356,0.2981651376,DESFAVORABLE
441785,622015,405,0.1223021583,DESFAVORABLE
163847,177665,114,0.2547425474,DESFAVORABLE
125712,1351565,405,0.1223021583,DESFAVORABLE
64166,1154021,405,0.3390342052,DESFAVORABLE
90356,1222933,405,0.3390342052,DESFAVORABLE
352945,487671,356,0.4208037825,DESFAVORABLE
58442,1140147,405,0.1223021583,DESFAVORABLE
580313,886015,405,0.3390342052,DESFAVORABLE
355679,49213,348,0.6521400778,FAVORABLE
140150,147183,232,0.6521400778,FAVORABLE
17840,1040890,405,0.3390342052,DESFAVORABLE
288435,36904,405,0.1223021583,DESFAVORABLE
376944,528783,405,0.1223021583,DESFAVORABLE
559327,844328,433,0.6574074074,FAVORABLE
632866,975872,405,0.1223021583,DESFAVORABLE
41180,109487,348,0.6521400778,FAVORABLE
1664,1004353,405,0.1223021583,DESFAVORABLE
283779,360152,433,0.357827476,DESFAVORABLE
612834,929905,405,0.1223021583,DESFAVORABLE
62124,1148972,125,0.8177339901,FAVORABLE
345759,475545,433,0.357827476,DESFAVORABLE
207388,226961,159,0.8177339901,FAVORABLE
54971,113144,348,0.6521400778,FAVORABLE
104597,1268935,356,0.4208037825,DESFAVORABLE
429800,604431,405,0.1223021583,DESFAVORABLE
98507,1249343,405,0.3390342052,DESFAVORABLE
292389,376878,147,0.8177339901,FAVORABLE
609217,92597,125,0.8177339901,FAVORABLE
569264,864615,124,0.277486911,DESFAVORABLE
84389,1209290,405,0.1223021583,DESFAVORABLE
