,NUMERO_EKOGUI,ID_ENTIDAD,PROBA_FAVORABLE,CATEGORIA_PREDICCION
224747,25089,405,0.3846153846,DESFAVORABLE
39329,1090783,405,0.1223021583,DESFAVORABLE
85138,1210725,405,0.1223021583,DESFAVORABLE
626551,961298,405,0.1223021583,DESFAVORABLE
56324,1134349,405,0.1223021583,DESFAVORABLE
55256,1131952,356,0.2981651376,DESFAVORABLE
588522,899836,124,0.3942857143,DESFAVORABLE
427872,600962,405,0.1223021583,DESFAVORABLE
572192,87041,125,0.6521400778,FAVORABLE
520687,76584,125,0.6521400778,FAVORABLE
408853,572377,356,0.2981651376,DESFAVORABLE
337228,461003,232,0.6521400778,FAVORABLE
554191,83414,124,0.3942857143,DESFAVORABLE
272232,339153,356,0.4208037825,DESFAVORABLE
232432,262694,405,0.1223021583,DESFAVORABLE
457398,641735,356,0.2981651376,DESFAVORABLE
372493,521133,157,0.6521400778,FAVORABLE
129547,136979,150,0.6521400778,FAVORABLE
533856,793420,125,0.6521400778,FAVORABLE
40653,1093636,405,0.3390342052,DESFAVORABLE
605825,922227,405,0.3390342052,DESFAVORABLE
584321,893360,405,0.1223021583,DESFAVORABLE
480035,686610,405,0.1223021583,DESFAVORABLE
125393,13500,158,0.6521400778,FAVORABLE
451457,631938,405,0.1223021583,DESFAVORABLE
342086,469739,405,0.1223021583,DESFAVORABLE
530655,786343,219,0.6521400778,FAVORABLE
582553,890270,115,0.3647058824,DESFAVORABLE
581637,888636,356,0.2981651376,DESFAVORABLE
237651,271003,405,0.1223021583,DESFAVORABLE
14625,1033571,405,0.3390342052,DESFAVORABLE
12435,1028247,158,0.8177339901,FAVORABLE
17451,1040022,405,0.3390342052,DESFAVORABLE
311968,414270,405,0.1223021583,DESFAVORABLE
112723,1299213,356,0.2981651376,DESFAVORABLE
183046,2017235,405,0.3390342052,DESFAVORABLE
136017,140540,66,0.8177339901,FAVORABLE
560878,847544,433,0.4,DESFAVORABLE
167533,183598,77,0.6521400778,FAVORABLE
456747,640653,419,0.8177339901,FAVORABLE
274623,34341,405,0.1223021583,DESFAVORABLE
464655,656142,405,0.1223021583,DESFAVORABLE
382230,534679,405,0.1223021583,DESFAVORABLE
348936,480832,405,0.1223021583,DESFAVORABLE
177104,196352,246,0.6521400778,FAVORABLE
295923,383538,405,0.3390342052,DESFAVORABLE
223061,248215,405,0.1223021583,DESFAVORABLE
255341,309735,209,0.6521400778,FAVORABLE
258858,316195,114,0.2547425474,DESFAVORABLE
526896,778266,356,0.2981651376,DESFAVORABLE
432774,609910,188,0.8177339901,FAVORABLE
234715,266317,405,0.1223021583,DESFAVORABLE
423763,594546,405,0.1223021583,DESFAVORABLE
132851,1384061,405,0.1223021583,DESFAVORABLE
541901,809590,405,0.1223021583,DESFAVORABLE
347777,478666,405,0.1223021583,DESFAVORABLE
233857,265011,405,0.1223021583,DESFAVORABLE
127058,135760,196,0.8177339901,FAVORABLE
423732,594515,405,0.1223021583,DESFAVORABLE
251943,30143,405,0.1223021583,DESFAVORABLE
540090,805757,356,0.4208037825,DESFAVORABLE
58075,1139379,405,0.1223021583,DESFAVORABLE
359773,499556,405,0.1223021583,DESFAVORABLE
433931,612219,405,0.1223021583,DESFAVORABLE
199966,213713,356,0.2981651376,DESFAVORABLE
397903,553621,356,0.4208037825,DESFAVORABLE
12697,102892,203,0.8177339901,FAVORABLE
403856,565055,356,0.2981651376,DESFAVORABLE
350215,482932,405,0.3390342052,DESFAVORABLE
574837,875449,309,0.8177339901,FAVORABLE
493641,711801,356,0.4208037825,DESFAVORABLE
606815,923333,405,0.1223021583,DESFAVORABLE
540914,807490,405,0.1223021583,DESFAVORABLE
1561,1004086,219,0.8177339901,FAVORABLE
4185,1010237,405,0.1223021583,DESFAVORABLE
523804,771815,124,0.3942857143,DESFAVORABLE
475692,677540,405,0.3390342052,DESFAVORABLE
292601,377312,405,0.3390342052,DESFAVORABLE
403602,564482,405,0.1223021583,DESFAVORABLE
593697,907822,405,0.1223021583,DESFAVORABLE
54636,113074,224,0.8177339901,FAVORABLE
320822,430765,309,0.8177339901,FAVORABLE
79500,119811,245,0.8177339901,FAVORABLE
146222,158201,247,0.6521400778,FAVORABLE
352940,487662,405,0.1223021583,DESFAVORABLE
509332,741307,405,0.1223021583,DESFAVORABLE
349851,482268,239,0.6521400778,FAVORABLE
532018,78971,125,0.8177339901,FAVORABLE
318047,425450,346,0.6521400778,FAVORABLE
553129,831952,124,0.277486911,DESFAVORABLE
179996,199990,114,0.2547425474,DESFAVORABLE
336170,459179,356,0.2981651376,DESFAVORABLE
177705,197082,115,0.3647058824,DESFAVORABLE
585342,895312,405,0.1223021583,DESFAVORABLE
390527,543091,405,0.3390342052,DESFAVORABLE
237043,269975,405,0.1223021583,DESFAVORABLE
152457,166444,115,0.5454545455,FAVORABLE
30869,1072398,115,0.5454545455,FAVORABLE
124290,1344538,356,0.2981651376,DESFAVORABLE
251764,30094,405,0.1223021583,DESFAVORABLE
140603,148060,232,0.6521400778,FAVORABLE
393714,546363,405,0.1223021583,DESFAVORABLE
382221,534670,405,0.1223021583,DESFAVORABLE
440735,62042,405,0.1223021583,DESFAVORABLE
241849,276861,246,0.6521400778,FAVORABLE
481487,689340,405,0.1223021583,DESFAVORABLE
475847,677907,356,0.2981651376,DESFAVORABLE
496062,716230,356,0.2981651376,DESFAVORABLE
324970,438605,125,0.6521400778,FAVORABLE
216315,24140,405,0.1223021583,DESFAVORABLE
619086,941218,405,0.1223021583,DESFAVORABLE
48264,1112611,124,0.277486911,DESFAVORABLE
630457,969931,405,0.1223021583,DESFAVORABLE
218189,243825,405,0.3390342052,DESFAVORABLE
6020,1014290,405,0.1223021583,DESFAVORABLE
396834,551516,114,0.29,DESFAVORABLE
293733,379396,124,0.3942857143,DESFAVORABLE
133365,1386369,405,0.3390342052,DESFAVORABLE
35995,1083180,227,0.6521400778,FAVORABLE
553586,832913,124,0.277486911,DESFAVORABLE
444892,625193,405,0.3390342052,DESFAVORABLE
556548,83894,124,0.277486911,DESFAVORABLE
520152,7646,220,0.224137931,DESFAVORABLE
290704,373439,124,0.3942857143,DESFAVORABLE
7377,1017133,356,0.2981651376,DESFAVORABLE
500142,723641,405,0.3390342052,DESFAVORABLE
255146,309421,405,0.1223021583,DESFAVORABLE
328258,444887,426,0.6521400778,FAVORABLE
344206,473350,405,0.1223021583,DESFAVORABLE
574481,874840,405,0.1223021583,DESFAVORABLE
11293,102560,232,0.6086956522,FAVORABLE
328948,446224,159,0.8177339901,FAVORABLE
223532,249064,405,0.1223021583,DESFAVORABLE
293704,37934,405,0.1223021583,DESFAVORABLE
397734,55330,405,0.3390342052,DESFAVORABLE
311187,413040,124,0.3942857143,DESFAVORABLE
75706,1187157,405,0.1223021583,DESFAVORABLE
567155,859621,405,0.4545454545,DESFAVORABLE
320415,430006,405,0.1223021583,DESFAVORABLE
143029,152219,114,0.2547425474,DESFAVORABLE
491277,707585,405,0.1223021583,DESFAVORABLE
443487,623750,405,0.3390342052,DESFAVORABLE
560010,84593,124,0.277486911,DESFAVORABLE
560479,846810,356,0.2981651376,DESFAVORABLE
617485,937630,356,0.2981651376,DESFAVORABLE
193379,206489,356,0.2981651376,DESFAVORABLE
34665,1080415,356,0.2981651376,DESFAVORABLE
612021,929024,405,0.1223021583,DESFAVORABLE
257665,313979,356,0.2981651376,DESFAVORABLE
572286,87064,124,0.277486911,DESFAVORABLE
149622,163693,115,0.3647058824,DESFAVORABLE
226223,252145,405,0.1223021583,DESFAVORABLE
471747,669265,433,0.4,DESFAVORABLE
31568,107389,401,0.9402985075,FAVORABLE
111496,129414,227,0.6521400778,FAVORABLE
190400,2050736,356,0.2981651376,DESFAVORABLE
596115,910375,405,0.3390342052,DESFAVORABLE
624077,954299,124,0.277486911,DESFAVORABLE
143212,152539,232,0.6521400778,FAVORABLE
230815,259700,405,0.1223021583,DESFAVORABLE
468585,663085,130,0.8177339901,FAVORABLE
302123,396871,433,0.6574074074,FAVORABLE
52670,1124599,356,0.2981651376,DESFAVORABLE
600177,914820,405,0.1223021583,DESFAVORABLE
632111,974024,405,0.1223021583,DESFAVORABLE
412659,577657,125,0.6521400778,FAVORABLE
99457,1252598,356,0.4208037825,DESFAVORABLE
254961,309101,354,0.6521400778,FAVORABLE
284561,361505,405,0.1223021583,DESFAVORABLE
386610,539193,405,0.1223021583,DESFAVORABLE
231559,260905,405,0.1223021583,DESFAVORABLE
115176,1308429,125,0.6521400778,FAVORABLE
459468,645545,405,0.1223021583,DESFAVORABLE
419851,589958,405,0.3390342052,DESFAVORABLE
512420,747890,405,0.3390342052,DESFAVORABLE
140919,148448,232,0.6086956522,FAVORABLE
546581,818826,405,0.1223021583,DESFAVORABLE
366375,511148,405,0.1223021583,DESFAVORABLE
568221,862481,433,0.357827476,DESFAVORABLE
16657,1038482,124,0.277486911,DESFAVORABLE
154141,168132,115,0.3647058824,DESFAVORABLE
626037,960067,124,0.277486911,DESFAVORABLE
421280,59193,405,0.1223021583,DESFAVORABLE
563352,85209,124,0.3942857143,DESFAVORABLE
248986,29281,220,0.6,FAVORABLE
322431,433837,405,0.1223021583,DESFAVORABLE
434251,612857,405,0.3390342052,DESFAVORABLE
633126,976540,356,0.2981651376,DESFAVORABLE
436677,616477,114,0.2547425474,DESFAVORABLE
266904,330106,242,0.6521400778,FAVORABLE
348970,480910,114,0.2547425474,DESFAVORABLE
307734,406900,433,0.357827476,DESFAVORABLE
317092,423758,356,0.4208037825,DESFAVORABLE
575950,877721,405,0.1223021583,DESFAVORABLE
237270,270341,405,0.1223021583,DESFAVORABLE
79000,1196863,405,0.1223021583,DESFAVORABLE
613053,930153,405,0.1223021583,DESFAVORABLE
315224,420377,405,0.1223021583,DESFAVORABLE
111227,129326,63,0.6521400778,FAVORABLE
561301,848258,405,0.1223021583,DESFAVORABLE
40990,1094420,405,0.3390342052,DESFAVORABLE
308859,40898,405,0.3390342052,DESFAVORABLE
539952,805540,405,0.1223021583,DESFAVORABLE
101746,1260496,124,0.277486911,DESFAVORABLE
255491,309979,209,0.6521400778,FAVORABLE
597852,912292,405,0.3390342052,DESFAVORABLE
583572,892011,356,0.2981651376,DESFAVORABLE
24674,1056821,356,0.2981651376,DESFAVORABLE
400282,557824,115,0.3647058824,DESFAVORABLE
331842,451523,188,0.8177339901,FAVORABLE
497188,718342,356,0.4208037825,DESFAVORABLE
43937,1101619,405,0.1223021583,DESFAVORABLE
193413,2065078,356,0.2981651376,DESFAVORABLE
397781,553409,405,0.1223021583,DESFAVORABLE
566460,858198,405,0.1223021583,DESFAVORABLE
560133,846137,405,0.1223021583,DESFAVORABLE
66071,1158978,405,0.1223021583,DESFAVORABLE
390384,542953,405,0.3390342052,DESFAVORABLE
332840,453542,405,0.4,DESFAVORABLE
587116,89793,124,0.3942857143,DESFAVORABLE
521616,767697,405,0.3390342052,DESFAVORABLE
188941,204426,356,0.2981651376,DESFAVORABLE
186799,203455,356,0.4208037825,DESFAVORABLE
358785,497829,115,0.3647058824,DESFAVORABLE
55360,1132146,114,0.29,DESFAVORABLE
62431,1149703,405,0.1223021583,DESFAVORABLE
196137,209017,356,0.2981651376,DESFAVORABLE
567760,861358,356,0.2981651376,DESFAVORABLE
231098,260134,405,0.1223021583,DESFAVORABLE
611361,928309,405,0.1223021583,DESFAVORABLE
301999,396593,405,0.1223021583,DESFAVORABLE
164817,178639,114,0.29,DESFAVORABLE
238210,272087,154,0.6521400778,FAVORABLE
194063,206937,356,0.4208037825,DESFAVORABLE
165091,178910,114,0.2547425474,DESFAVORABLE
21559,1049848,115,0.7142857143,FAVORABLE
201518,218086,351,0.8177339901,FAVORABLE
465379,657421,405,0.1223021583,DESFAVORABLE
602556,91732,124,0.277486911,DESFAVORABLE
14252,1032705,405,0.3390342052,DESFAVORABLE
224422,250550,405,0.1223021583,DESFAVORABLE
173133,191755,348,1,FAVORABLE
349054,481028,405,0.1223021583,DESFAVORABLE
373084,522228,125,0.8177339901,FAVORABLE
598544,913043,405,0.1223021583,DESFAVORABLE
541500,808771,114,0.1785714286,DESFAVORABLE
373906,523663,405,0.3390342052,DESFAVORABLE
337304,461146,356,0.4208037825,DESFAVORABLE
38270,1088146,356,0.4208037825,DESFAVORABLE
310185,411225,405,0.3390342052,DESFAVORABLE
120337,1327589,114,0.2547425474,DESFAVORABLE
179097,198894,115,0.3647058824,DESFAVORABLE
505521,733198,405,0.1223021583,DESFAVORABLE
224333,250409,405,0.1223021583,DESFAVORABLE
167128,182968,309,0.8177339901,FAVORABLE
95763,1239942,405,0.1223021583,DESFAVORABLE
323625,436027,356,0.2981651376,DESFAVORABLE
213333,235823,440,0.6521400778,FAVORABLE
522503,76939,124,0.3942857143,DESFAVORABLE
33099,1077201,124,0.277486911,DESFAVORABLE
362595,504077,115,0.3647058824,DESFAVORABLE
621708,947760,114,0.29,DESFAVORABLE
401613,560254,405,0.1223021583,DESFAVORABLE
607792,924380,405,0.1223021583,DESFAVORABLE
213809,236587,115,0.3647058824,DESFAVORABLE
629862,968516,356,0.4208037825,DESFAVORABLE
166597,182183,229,0.6521400778,FAVORABLE
561830,849277,356,0.2981651376,DESFAVORABLE
31825,1074441,356,0.2981651376,DESFAVORABLE
350855,484112,356,0.2981651376,DESFAVORABLE
27441,106312,426,0.6521400778,FAVORABLE
597053,911423,405,0.1223021583,DESFAVORABLE
554247,83426,124,0.3942857143,DESFAVORABLE
134358,1390427,405,0.1223021583,DESFAVORABLE
7163,1016674,405,0.1223021583,DESFAVORABLE
48861,1114433,405,0.1223021583,DESFAVORABLE
458480,643747,356,0.6363636364,FAVORABLE
365867,510190,405,0.3846153846,DESFAVORABLE
302900,398267,405,0.1223021583,DESFAVORABLE
360597,500954,114,0.2547425474,DESFAVORABLE
179758,199705,115,0.3647058824,DESFAVORABLE
217770,243505,405,0.1223021583,DESFAVORABLE
54824,1131089,356,0.2981651376,DESFAVORABLE
486849,699305,433,0.357827476,DESFAVORABLE
291499,375179,405,0.3390342052,DESFAVORABLE
488501,70229,125,0.6521400778,FAVORABLE
126397,135441,249,0.6521400778,FAVORABLE
583288,891492,356,0.2981651376,DESFAVORABLE
524826,773973,147,0.8177339901,FAVORABLE
192558,206066,356,0.4208037825,DESFAVORABLE
57535,1138000,405,0.3390342052,DESFAVORABLE
17715,104062,426,0.6521400778,FAVORABLE
637863,988185,405,0.3390342052,DESFAVORABLE
23973,1055034,124,0.3942857143,DESFAVORABLE
636609,984940,405,0.1223021583,DESFAVORABLE
386444,539014,405,0.3390342052,DESFAVORABLE
462342,652121,114,0.29,DESFAVORABLE
264438,32581,405,0.1223021583,DESFAVORABLE
4562,1011166,115,0.3647058824,DESFAVORABLE
484295,694208,188,0.6521400778,FAVORABLE
230541,259330,405,0.1223021583,DESFAVORABLE
197031,210133,356,0.2981651376,DESFAVORABLE
404343,566305,356,0.2981651376,DESFAVORABLE
303363,399084,114,0.2547425474,DESFAVORABLE
5007,1012229,356,0.2981651376,DESFAVORABLE
596026,910280,405,0.1223021583,DESFAVORABLE
367152,512466,405,0.3390342052,DESFAVORABLE
619916,943343,405,0.3390342052,DESFAVORABLE
373087,522242,1702,0.6521400778,FAVORABLE
372760,521595,214,0.6521400778,FAVORABLE
125295,1349443,124,0.277486911,DESFAVORABLE
562467,850511,232,0.6521400778,FAVORABLE
311706,413800,405,0.3846153846,DESFAVORABLE
262282,322111,174,0.6521400778,FAVORABLE
62748,1150487,405,0.1223021583,DESFAVORABLE
465083,656911,405,0.1223021583,DESFAVORABLE
269166,334132,405,0.1223021583,DESFAVORABLE
501124,725347,405,0.1223021583,DESFAVORABLE
410877,575644,125,0.6521400778,FAVORABLE
56021,1133613,405,0.1223021583,DESFAVORABLE
253288,30494,405,0.1223021583,DESFAVORABLE
86121,1212970,356,0.2981651376,DESFAVORABLE
506855,735854,405,0.1223021583,DESFAVORABLE
529229,783082,405,0.1223021583,DESFAVORABLE
187736,2038267,356,0.2981651376,DESFAVORABLE
84872,121025,178,0.8177339901,FAVORABLE
89393,1220233,405,0.1223021583,DESFAVORABLE
256671,312196,401,0.9402985075,FAVORABLE
213591,23627,405,0.1223021583,DESFAVORABLE
512124,747235,405,0.1223021583,DESFAVORABLE
631983,973646,405,0.1223021583,DESFAVORABLE
244237,280433,114,0.2547425474,DESFAVORABLE
1733,1004546,405,0.1223021583,DESFAVORABLE
77392,1192481,405,0.1223021583,DESFAVORABLE
600727,915386,405,0.3390342052,DESFAVORABLE
142758,151816,232,0.6521400778,FAVORABLE
288988,370071,232,0.6521400778,FAVORABLE
273982,342385,348,1,FAVORABLE
517250,758044,405,0.1223021583,DESFAVORABLE
289958,372116,115,0.3647058824,DESFAVORABLE
280609,353939,405,0.1223021583,DESFAVORABLE
250208,297147,114,0.2547425474,DESFAVORABLE
472689,671022,1702,0.8177339901,FAVORABLE
224121,250107,405,0.1223021583,DESFAVORABLE
629155,967017,405,0.1223021583,DESFAVORABLE
177747,197130,115,0.3647058824,DESFAVORABLE
288410,368985,405,0.3390342052,DESFAVORABLE
180277,2002,379,0.6521400778,FAVORABLE
335420,457894,115,0.3647058824,DESFAVORABLE
24863,1057179,405,0.3390342052,DESFAVORABLE
71188,1172112,405,0.1223021583,DESFAVORABLE
317394,424312,157,0.8177339901,FAVORABLE
17548,1040223,124,0.277486911,DESFAVORABLE
6342,1014949,433,0.6574074074,FAVORABLE
73041,1177942,405,0.1223021583,DESFAVORABLE
533986,793646,356,0.4208037825,DESFAVORABLE
143239,152579,232,0.6521400778,FAVORABLE
86348,1213528,405,0.1223021583,DESFAVORABLE
584042,892843,405,0.1223021583,DESFAVORABLE
347691,478532,124,0.3942857143,DESFAVORABLE
247543,289295,356,0.2981651376,DESFAVORABLE
504248,730924,405,0.1223021583,DESFAVORABLE
191538,2055750,356,0.2981651376,DESFAVORABLE
456553,640305,405,0.1223021583,DESFAVORABLE
41555,1095722,356,0.4208037825,DESFAVORABLE
294645,381150,405,0.3390342052,DESFAVORABLE
609362,92613,125,0.8177339901,FAVORABLE
439340,618936,114,0.2547425474,DESFAVORABLE
393707,546356,405,0.3390342052,DESFAVORABLE
352841,487451,405,0.1223021583,DESFAVORABLE
256682,312211,63,0.6521400778,FAVORABLE
619500,942178,356,0.2981651376,DESFAVORABLE
288959,370036,405,0.1223021583,DESFAVORABLE
311519,413534,114,0.1785714286,DESFAVORABLE
333819,454911,433,0.357827476,DESFAVORABLE
15850,1036481,405,0.3390342052,DESFAVORABLE
399894,557153,405,0.1223021583,DESFAVORABLE
600948,915611,405,0.1223021583,DESFAVORABLE
619859,943222,124,0.277486911,DESFAVORABLE
636466,984622,405,0.3390342052,DESFAVORABLE
98040,1247430,405,0.3390342052,DESFAVORABLE
224328,2504,379,0.8177339901,FAVORABLE
330384,448813,405,0.1223021583,DESFAVORABLE
620799,945767,115,0.3647058824,DESFAVORABLE
65408,1157089,405,0.3390342052,DESFAVORABLE
149651,163722,115,0.3647058824,DESFAVORABLE
443246,6235,220,0.224137931,DESFAVORABLE
159917,173831,114,0.2547425474,DESFAVORABLE
58784,1140735,405,0.1223021583,DESFAVORABLE
571797,869616,405,0.3390342052,DESFAVORABLE
434618,613472,405,0.3390342052,DESFAVORABLE
602377,917120,405,0.3390342052,DESFAVORABLE
120742,1329115,405,0.1223021583,DESFAVORABLE
558572,842603,405,0.1223021583,DESFAVORABLE
162866,176703,114,0.2547425474,DESFAVORABLE
533374,792362,114,0.29,DESFAVORABLE
50231,111807,224,0.6521400778,FAVORABLE
397448,552669,158,0.6521400778,FAVORABLE
440681,620340,405,0.1223021583,DESFAVORABLE
593048,907137,405,0.3390342052,DESFAVORABLE
551181,828110,405,0.3390342052,DESFAVORABLE
425369,596252,405,0.3390342052,DESFAVORABLE
532539,790672,433,0.357827476,DESFAVORABLE
382057,534496,405,0.1223021583,DESFAVORABLE
362550,503964,433,0.357827476,DESFAVORABLE
24074,1055286,405,0.1223021583,DESFAVORABLE
139341,145550,124,0.3942857143,DESFAVORABLE
564071,853477,124,0.277486911,DESFAVORABLE
289371,370815,2991,0.6521400778,FAVORABLE
382383,534835,405,0.3390342052,DESFAVORABLE
230,1000570,405,0.1223021583,DESFAVORABLE
185341,202799,356,0.2981651376,DESFAVORABLE
91029,1225089,356,0.2981651376,DESFAVORABLE
536779,79927,125,0.8177339901,FAVORABLE
209853,230714,209,0.8177339901,FAVORABLE
71436,1172767,405,0.1223021583,DESFAVORABLE
126078,135297,249,0.8177339901,FAVORABLE
88240,1217661,124,0.277486911,DESFAVORABLE
548417,822260,405,0.1223021583,DESFAVORABLE
186126,2031765,356,0.2981651376,DESFAVORABLE
325713,440195,232,0.6521400778,FAVORABLE
641339,997068,356,0.2981651376,DESFAVORABLE
488484,702257,246,0.8177339901,FAVORABLE
253271,3049,405,0.1223021583,DESFAVORABLE
211360,232757,114,0.2547425474,DESFAVORABLE
52826,112501,401,0.8177339901,FAVORABLE
622965,951203,124,0.277486911,DESFAVORABLE
67232,1162078,405,0.1223021583,DESFAVORABLE
382711,535171,405,0.3390342052,DESFAVORABLE
342044,46966,405,0.1223021583,DESFAVORABLE
545,1001339,405,0.1223021583,DESFAVORABLE
498282,720287,114,0.2547425474,DESFAVORABLE
363276,505294,158,0.6521400778,FAVORABLE
299784,39242,379,0.6521400778,FAVORABLE
471259,66830,405,0.1223021583,DESFAVORABLE
305712,403506,174,0.6521400778,FAVORABLE
368377,514260,433,0.357827476,DESFAVORABLE
517783,75926,125,0.8177339901,FAVORABLE
311271,413158,405,0.1223021583,DESFAVORABLE
609779,926582,405,0.1223021583,DESFAVORABLE
355170,491330,405,0.1223021583,DESFAVORABLE
429866,604556,356,0.4208037825,DESFAVORABLE
26477,1060915,405,0.1223021583,DESFAVORABLE
559706,84515,124,0.3942857143,DESFAVORABLE
392829,545455,405,0.1223021583,DESFAVORABLE
604777,921117,405,0.1223021583,DESFAVORABLE
425962,596874,405,0.1223021583,DESFAVORABLE
169504,186365,147,0.9622641509,FAVORABLE
379832,532206,405,0.1223021583,DESFAVORABLE
221396,246534,405,0.3846153846,DESFAVORABLE
473326,672363,405,0,DESFAVORABLE
349196,481235,405,0.1223021583,DESFAVORABLE
300928,394452,405,0.1223021583,DESFAVORABLE
530500,785938,405,0.1223021583,DESFAVORABLE
231040,260032,405,0.1223021583,DESFAVORABLE
239181,273488,63,0.6521400778,FAVORABLE
133300,1386192,433,0.6574074074,FAVORABLE
403002,563079,405,0.1223021583,DESFAVORABLE
208140,227967,348,1,FAVORABLE
438229,617881,114,0.2547425474,DESFAVORABLE
488919,703067,405,0.1223021583,DESFAVORABLE
584535,89380,124,0.277486911,DESFAVORABLE
214767,238181,405,0.1223021583,DESFAVORABLE
636708,985232,405,0.3390342052,DESFAVORABLE
479484,685195,147,0.8177339901,FAVORABLE
351815,485653,405,0.1223021583,DESFAVORABLE
392332,544939,405,0.1223021583,DESFAVORABLE
12749,1029026,405,0.1223021583,DESFAVORABLE
192433,206005,356,0.4208037825,DESFAVORABLE
281519,355717,405,0.3390342052,DESFAVORABLE
214643,237944,405,0.1223021583,DESFAVORABLE
186380,203279,356,0.2981651376,DESFAVORABLE
9340,1021288,405,0.1223021583,DESFAVORABLE
493144,710961,232,0.6521400778,FAVORABLE
152684,166669,115,0.3647058824,DESFAVORABLE
489134,703437,114,0.2547425474,DESFAVORABLE
479515,685280,356,0.2981651376,DESFAVORABLE
311052,412799,470,0.6521400778,FAVORABLE
286458,365231,401,0.9402985075,FAVORABLE
48972,1114765,356,0.2981651376,DESFAVORABLE
43427,1100566,405,0.1223021583,DESFAVORABLE
519900,76412,125,0.8177339901,FAVORABLE
1368,1003537,405,0.1223021583,DESFAVORABLE
575112,87599,124,0.277486911,DESFAVORABLE
220645,245907,405,0.1223021583,DESFAVORABLE
491348,707679,405,0.1223021583,DESFAVORABLE
66819,1161067,405,0.1223021583,DESFAVORABLE
375844,526992,356,0.2981651376,DESFAVORABLE
94816,1237219,346,0.8177339901,FAVORABLE
390516,543081,405,0.1223021583,DESFAVORABLE
213893,236780,115,0.3647058824,DESFAVORABLE
416437,583741,405,0.1223021583,DESFAVORABLE
193270,2064332,356,0.2981651376,DESFAVORABLE
120801,1329305,356,0.4208037825,DESFAVORABLE
356763,494084,114,0.2547425474,DESFAVORABLE
401732,560522,405,0.1223021583,DESFAVORABLE
413581,578733,125,0.8177339901,FAVORABLE
320880,430859,405,0.3390342052,DESFAVORABLE
469650,665109,405,0.1223021583,DESFAVORABLE
144045,154264,405,0.3390342052,DESFAVORABLE
495926,715962,356,0.4208037825,DESFAVORABLE
40181,109255,401,0.9402985075,FAVORABLE
164827,178649,114,0.2547425474,DESFAVORABLE
118175,1319195,356,0.2981651376,DESFAVORABLE
235958,268310,405,0.1223021583,DESFAVORABLE
310748,412247,174,0.6521400778,FAVORABLE
460280,647132,356,0.2981651376,DESFAVORABLE
458377,643550,356,0.2981651376,DESFAVORABLE
36086,1083412,405,0.1223021583,DESFAVORABLE
285088,36252,405,0.1223021583,DESFAVORABLE
242265,277488,115,0.3647058824,DESFAVORABLE
487316,700153,124,0.3942857143,DESFAVORABLE
99014,1251,220,0.224137931,DESFAVORABLE
91788,1227404,405,0.1223021583,DESFAVORABLE
584193,89309,386,0.8177339901,FAVORABLE
375437,526277,405,0.3390342052,DESFAVORABLE
128549,136340,550,0.6521400778,FAVORABLE
105070,1270159,405,0.3390342052,DESFAVORABLE
15746,1036248,433,0.357827476,DESFAVORABLE
411924,576810,125,0.6521400778,FAVORABLE
28031,1064484,124,0.277486911,DESFAVORABLE
569127,864291,405,0.3390342052,DESFAVORABLE
324249,437274,405,0.3390342052,DESFAVORABLE
238879,272970,209,0.8177339901,FAVORABLE
385116,537643,405,0.1223021583,DESFAVORABLE
188333,2041703,356,0.2981651376,DESFAVORABLE
60744,1145572,356,0.2981651376,DESFAVORABLE
291786,375714,405,0.1223021583,DESFAVORABLE
350653,483774,433,0.357827476,DESFAVORABLE
601712,916413,405,0.1223021583,DESFAVORABLE
471940,66965,405,0.1223021583,DESFAVORABLE
495458,715134,405,0.1223021583,DESFAVORABLE
533812,793367,405,0.1223021583,DESFAVORABLE
609271,92603,124,0.277486911,DESFAVORABLE
419828,589913,405,0.1223021583,DESFAVORABLE
291124,374307,405,0.1223021583,DESFAVORABLE
178782,198476,309,0.6521400778,FAVORABLE
503384,729264,403,0.8177339901,FAVORABLE
382740,535199,405,0.1223021583,DESFAVORABLE
463967,654959,405,0.1223021583,DESFAVORABLE
606344,92282,124,0.3942857143,DESFAVORABLE
215650,240011,405,0.1223021583,DESFAVORABLE
21586,1049899,405,0.1223021583,DESFAVORABLE
190899,205281,356,0.2981651376,DESFAVORABLE
463418,653898,405,0.1223021583,DESFAVORABLE
568468,862935,433,0.6574074074,FAVORABLE
640498,994920,114,0.29,DESFAVORABLE
534600,794843,405,0.1223021583,DESFAVORABLE
95535,1239360,405,0.3390342052,DESFAVORABLE
514022,751446,405,0.3390342052,DESFAVORABLE
396652,551171,124,0.3942857143,DESFAVORABLE
325986,440703,232,0.6086956522,FAVORABLE
559164,84396,232,0.6086956522,FAVORABLE
570741,867502,170,0.6521400778,FAVORABLE
379522,531878,405,0.1223021583,DESFAVORABLE
38779,1089353,405,0.3390342052,DESFAVORABLE
117111,131538,199,0.6521400778,FAVORABLE
624574,955525,124,0.277486911,DESFAVORABLE
280592,353915,405,0.3390342052,DESFAVORABLE
540010,80563,125,0.6521400778,FAVORABLE
511198,745293,405,0.1223021583,DESFAVORABLE
222062,247072,405,0.3390342052,DESFAVORABLE
592241,906310,405,0.3390342052,DESFAVORABLE
316571,42291,220,0.224137931,DESFAVORABLE
197448,2105973,405,0.25,DESFAVORABLE
298508,389705,361,0.8177339901,FAVORABLE
83015,1206565,405,0.3390342052,DESFAVORABLE
